feature,importance,model,weight
prop_starrating_is_zero,1,B_large_tree,0.3333333333333333
visitor_hist_adr_usd_missing,1,B_large_tree,0.3333333333333333
comp4_rate_missing,1,B_large_tree,0.3333333333333333
comp_has_any_inv_data,0,B_large_tree,0.3333333333333333
long_booking_window,0,B_large_tree,0.3333333333333333
star_diff_from_prop_mean,0,B_large_tree,0.3333333333333333
comp7_rate_percent_diff_missing,0,B_large_tree,0.3333333333333333
review_diff_from_prop_mean,0,B_large_tree,0.3333333333333333
comp1_rate_missing,0,B_large_tree,0.3333333333333333
promotion_flag,0,B_large_tree,0.3333333333333333
comp4_inv_missing,0,B_large_tree,0.3333333333333333
comp6_rate_percent_diff_missing,0,B_large_tree,0.3333333333333333
prop_id_std_location_score1,0,B_large_tree,0.3333333333333333
prop_id_std_review_score,0,B_large_tree,0.3333333333333333
prop_id_std_starrating,0,B_large_tree,0.3333333333333333
price_is_zero,0,B_large_tree,0.3333333333333333
price_below_10,0,B_large_tree,0.3333333333333333
price_below_1,0,B_large_tree,0.3333333333333333
comp4_rate_percent_diff_missing,0,B_large_tree,0.3333333333333333
