group,num_searches,num_booked_searches,mean_ndcg_at_5,booked_recall_at_5,booked_top1_hit_rate,mean_booked_rank
Domestic searches,25781,18420,0.415147683577115,0.633170466883822,0.24381107491856677,6.0646036916395225
International searches,14284,9621,0.3938072430780705,0.6043030869971936,0.2316806984720923,6.489242282507016
